occupation,count,share,cumulative_share,ksco_major_code,ksco_major_label,rule_hit,confidence,needs_review,previous_code,previous_rule_hit,rationale
"전직 제관원, 현재 구직중",13,1.3e-05,0.996309,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 농학 연구원, 현재 구직중",13,1.3e-05,0.996322,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 건축 관련 관리자, 현재 구직중",13,1.3e-05,0.996335,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
교도 관리자,13,1.3e-05,0.996348,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
"전직 강구조물 가공원, 현재 구직중",13,1.3e-05,0.996361,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 자동 재단기 조작원, 현재 구직중",13,1.3e-05,0.996374,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 임상영양사, 현재 구직중",13,1.3e-05,0.996387,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 도시 및 교통 관련 전문가, 현재 구직중",13,1.3e-05,0.9964,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 소방관, 현재 구직중",13,1.3e-05,0.996413,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 전기 관련 관리자, 현재 구직중",13,1.3e-05,0.996426,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 기계 제도사, 현재 구직중",12,1.2e-05,0.996438,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
사진측량 및 분석가,12,1.2e-05,0.99645,2,??? ? ?? ???,kept:contains:분석가,high,no,2,contains:분석가,kept from draft; no stronger correction rule
"전직 언어재활사, 현재 구직중",12,1.2e-05,0.996462,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
헬리콥터 조종사,12,1.2e-05,0.996474,8,????? ?? ? ?? ???,v3fix:vehicle/aircraft operator,medium,yes,other,no_rule,manual cleanup of low-confidence fallback
가수,12,1.2e-05,0.996486,2,??? ? ?? ???,v3fix:arts/media/education professional,medium,yes,other,no_rule,manual cleanup of low-confidence fallback
"전직 컴퓨터 시스템 감리 전문가, 현재 구직중",12,1.2e-05,0.996498,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
그 외 재단사,12,1.2e-05,0.99651,7,??? ? ?? ?? ???,v2:재단사,high,yes,other,no_rule,craft/construction/manufacturing skilled
개그맨 및 코미디언,12,1.2e-05,0.996522,2,??? ? ?? ???,v3fix:arts/media/education professional,medium,yes,other,no_rule,manual cleanup of low-confidence fallback
"전직 고무·플라스틱 기술자 및 연구원, 현재 구직중",12,1.2e-05,0.996534,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
청소 관련 관리자,12,1.2e-05,0.996546,1,???,kept:contains:관리자,medium,yes,1,contains:관리자,kept from draft; no stronger correction rule
"전직 공학·제조 및 건설 분야 교수, 현재 구직중",12,1.2e-05,0.996558,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 교통안전 연구원, 현재 구직중",12,1.2e-05,0.99657,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
정당 및 특수 단체 임원,12,1.2e-05,0.996582,1,???,kept:contains:임원,high,no,1,contains:임원,kept from draft; no stronger correction rule
"전직 용융 도금기 조작원, 현재 구직중",12,1.2e-05,0.996594,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 산업기계공학 기술자 및 연구원, 현재 구직중",12,1.2e-05,0.996606,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
보건 및 복지 시간강사,12,1.2e-05,0.996618,2,??? ? ?? ???,kept:suffix:강사,high,no,2,suffix:강사,kept from draft; no stronger correction rule
경찰 관리자,12,1.2e-05,0.99663,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
"전직 섬유 공정 개발 기술자 및 연구원, 현재 구직중",12,1.2e-05,0.996642,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 법무사, 현재 구직중",12,1.2e-05,0.996654,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 전자계측 제어 기술자 및 연구원, 현재 구직중",12,1.2e-05,0.996666,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 미용 관련 서비스 종사원, 현재 구직중",12,1.2e-05,0.996678,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 정육가공 및 도축 관련 종사원, 현재 구직중",12,1.2e-05,0.99669,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 건물용 냉동·냉장·공조기 설치 및 정비원, 현재 구직중",12,1.2e-05,0.996702,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 전기 안전 기술자 및 연구원, 현재 구직중",12,1.2e-05,0.996714,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 내장 목공, 현재 구직중",12,1.2e-05,0.996726,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 대리석 부착원, 현재 구직중",12,1.2e-05,0.996738,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 제분 및 도정 관련 기계 조작원, 현재 구직중",12,1.2e-05,0.99675,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
도자기 공예원,12,1.2e-05,0.996762,7,??? ? ?? ?? ???,v2:공예원,high,yes,other,no_rule,craft/construction/manufacturing skilled
"전직 산업용 기계장비 기술 영업원, 현재 구직중",12,1.2e-05,0.996774,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 게임 프로그래머, 현재 구직중",11,1.1e-05,0.996785,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 화학기계 설치 및 정비원, 현재 구직중",11,1.1e-05,0.996796,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 정보 통신 컨설턴트, 현재 구직중",11,1.1e-05,0.996807,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 신발 및 액세서리 판매원, 현재 구직중",11,1.1e-05,0.996818,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 섬유 소재 개발 기술자 및 연구원, 현재 구직중",11,1.1e-05,0.996829,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 방수공, 현재 구직중",11,1.1e-05,0.99684,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 가스 생산기 조작원, 현재 구직중",11,1.1e-05,0.996851,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 품질 인증 심사 전문가, 현재 구직중",11,1.1e-05,0.996862,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
그 외 아나운서 및 리포터,11,1.1e-05,0.996873,2,??? ? ?? ???,v3fix:arts/media/education professional,medium,yes,other,no_rule,manual cleanup of low-confidence fallback
"전직 의무 기록사, 현재 구직중",11,1.1e-05,0.996884,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 상품 중개인 및 경매사, 현재 구직중",11,1.1e-05,0.996895,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 전자제품 제조 기계 조작원, 현재 구직중",11,1.1e-05,0.996906,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
그 외 상품 대여원,11,1.1e-05,0.996917,4,??? ???,v3:대여원,medium,yes,other,no_rule,service/care/monitoring/rental
"전직 금속코팅·광택 및 래미네이팅기 조작원, 현재 구직중",11,1.1e-05,0.996928,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
공장 전기 및 전자설비 조작원,11,1.1e-05,0.996939,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
"전직 증권 사무원, 현재 구직중",11,1.1e-05,0.99695,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 컴퓨터 하드웨어 기술자 및 연구원, 현재 구직중",11,1.1e-05,0.996961,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 통역가, 현재 구직중",11,1.1e-05,0.996972,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 엘리베이터 설치 및 정비원, 현재 구직중",11,1.1e-05,0.996983,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 전자공학 기술자 및 연구원, 현재 구직중",11,1.1e-05,0.996994,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
동산 감정 전문가,11,1.1e-05,0.997005,2,??? ? ?? ???,kept:suffix:전문가,high,no,2,suffix:전문가,kept from draft; no stronger correction rule
"전직 통신기술 기술자 및 연구원, 현재 구직중",11,1.1e-05,0.997016,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
지방의회 의원 및 교육 의원,11,1.1e-05,0.997027,1,???,v3fix:institution/political manager,medium,yes,other,no_rule,manual cleanup of low-confidence fallback
"전직 제품 단순 선별원, 현재 구직중",11,1.1e-05,0.997038,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 신차 영업원, 현재 구직중",11,1.1e-05,0.997049,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
방송·출판 및 영상 관련 관리자,11,1.1e-05,0.99706,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
인력 공급 및 알선 서비스 관리자,11,1.1e-05,0.997071,1,???,kept:contains:관리자,medium,yes,1,contains:관리자,kept from draft; no stronger correction rule
영상·녹화 및 편집 기사,11,1.1e-05,0.997082,2,??? ? ?? ???,kept:suffix:기사,high,no,2,suffix:기사,kept from draft; no stronger correction rule
"전직 세탁원 및 다림질원, 현재 구직중",10,1e-05,0.997092,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 인사 및 노사 관련 전문가, 현재 구직중",10,1e-05,0.997102,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
곡식작물 재배원,10,1e-05,0.997112,6,????? ?? ???,v3:재배원,medium,yes,other,no_rule,agriculture/livestock skilled
"전직 보험 설계사, 현재 구직중",10,1e-05,0.997122,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
자동차 대여원,10,1e-05,0.997132,4,??? ???,v3:대여원,medium,yes,other,no_rule,service/care/monitoring/rental
"전직 간판 제작 및 설치원, 현재 구직중",10,1e-05,0.997142,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 화학물 가공 장치 조작원, 현재 구직중",10,1e-05,0.997152,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 인쇄판 출력원, 현재 구직중",10,1e-05,0.997162,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 농업 시험원, 현재 구직중",10,1e-05,0.997172,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 해양 경찰관 및 수사관, 현재 구직중",10,1e-05,0.997182,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
사진 인화 및 현상기 조작원,10,1e-05,0.997192,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
"전직 그 외 인쇄기 조작원, 현재 구직중",10,1e-05,0.997202,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
