occupation,count,share,cumulative_share,ksco_major_code,ksco_major_label,rule_hit,needs_review
"전직 그 외 인사 및 노사 관련 전문가, 현재 구직중",10,1e-05,0.997102,unemployed,무직/비경제활동,contains:구직중,
곡식작물 재배원,10,1e-05,0.997112,other,기타/검토,no_rule,yes
"전직 보험 설계사, 현재 구직중",10,1e-05,0.997122,unemployed,무직/비경제활동,contains:구직중,
자동차 대여원,10,1e-05,0.997132,other,기타/검토,no_rule,yes
"전직 간판 제작 및 설치원, 현재 구직중",10,1e-05,0.997142,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 화학물 가공 장치 조작원, 현재 구직중",10,1e-05,0.997152,unemployed,무직/비경제활동,contains:구직중,
"전직 인쇄판 출력원, 현재 구직중",10,1e-05,0.997162,unemployed,무직/비경제활동,contains:구직중,
"전직 농업 시험원, 현재 구직중",10,1e-05,0.997172,unemployed,무직/비경제활동,contains:구직중,
"전직 해양 경찰관 및 수사관, 현재 구직중",10,1e-05,0.997182,unemployed,무직/비경제활동,contains:구직중,
사진 인화 및 현상기 조작원,10,1e-05,0.997192,8,장치·기계 조작 및 조립 종사자,contains:조작원,
"전직 그 외 인쇄기 조작원, 현재 구직중",10,1e-05,0.997202,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 미디어 콘텐츠 디자이너, 현재 구직중",10,1e-05,0.997212,unemployed,무직/비경제활동,contains:구직중,
"전직 장학관 및 장학사, 현재 구직중",10,1e-05,0.997222,unemployed,무직/비경제활동,contains:구직중,
"전직 세무사, 현재 구직중",10,1e-05,0.997232,unemployed,무직/비경제활동,contains:구직중,
원유 처리 장치 조작원,10,1e-05,0.997242,8,장치·기계 조작 및 조립 종사자,contains:조작원,
"전직 전산 자료 입력원, 현재 구직중",10,1e-05,0.997252,unemployed,무직/비경제활동,contains:구직중,
"전직 염색기 조작원, 현재 구직중",10,1e-05,0.997262,unemployed,무직/비경제활동,contains:구직중,
"전직 원예작물 판매원, 현재 구직중",10,1e-05,0.997272,unemployed,무직/비경제활동,contains:구직중,
"전직 비계공, 현재 구직중",10,1e-05,0.997282,unemployed,무직/비경제활동,contains:구직중,
빵·과자 및 떡 제조 기계 조작원,10,1e-05,0.997292,8,장치·기계 조작 및 조립 종사자,contains:조작원,
사회복지 관련 관리자,9,9e-06,0.997301,1,관리자,contains:관리자,
"전직 미용사, 현재 구직중",9,9e-06,0.99731,unemployed,무직/비경제활동,contains:구직중,
"전직 스포츠 감독, 현재 구직중",9,9e-06,0.997319,unemployed,무직/비경제활동,contains:구직중,
"전직 농약 및 비료 시험원, 현재 구직중",9,9e-06,0.997328,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 산업 전기 설치원, 현재 구직중",9,9e-06,0.997337,unemployed,무직/비경제활동,contains:구직중,
"전직 골프장 캐디, 현재 구직중",9,9e-06,0.997346,unemployed,무직/비경제활동,contains:구직중,
"전직 음료 배달원, 현재 구직중",9,9e-06,0.997355,unemployed,무직/비경제활동,contains:구직중,
"전직 광고 디자이너, 현재 구직중",9,9e-06,0.997364,unemployed,무직/비경제활동,contains:구직중,
"전직 리프트 조작원, 현재 구직중",9,9e-06,0.997373,unemployed,무직/비경제활동,contains:구직중,
"전직 기획 관리자, 현재 구직중",9,9e-06,0.997382,unemployed,무직/비경제활동,contains:구직중,
그 외 정보 통신 관련 관리자,9,9e-06,0.997391,1,관리자,contains:관리자,
"전직 화학물 분쇄기·마쇄기 및 혼합기 조작원, 현재 구직중",9,9e-06,0.9974,unemployed,무직/비경제활동,contains:구직중,
연주가,9,9e-06,0.997409,other,기타/검토,no_rule,yes
"전직 시멘트공학 기술자 및 연구원, 현재 구직중",9,9e-06,0.997418,unemployed,무직/비경제활동,contains:구직중,
"전직 설탕 제조 관련 기계 조작원, 현재 구직중",9,9e-06,0.997427,unemployed,무직/비경제활동,contains:구직중,
화훼작물 재배원,9,9e-06,0.997436,other,기타/검토,no_rule,yes
"전직 그 외 경영 지원 관리자, 현재 구직중",9,9e-06,0.997445,unemployed,무직/비경제활동,contains:구직중,
"전직 전기제품 제조 기계 조작원, 현재 구직중",9,9e-06,0.997454,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 건축 도장공, 현재 구직중",9,9e-06,0.997463,unemployed,무직/비경제활동,contains:구직중,
"전직 수금원, 현재 구직중",9,9e-06,0.997472,unemployed,무직/비경제활동,contains:구직중,
"전직 차량 도장기 조작원, 현재 구직중",9,9e-06,0.997481,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 청소원, 현재 구직중",9,9e-06,0.99749,unemployed,무직/비경제활동,contains:구직중,
"전직 장례 지도사, 현재 구직중",9,9e-06,0.997499,unemployed,무직/비경제활동,contains:구직중,
"전직 판금기 조작원, 현재 구직중",9,9e-06,0.997508,unemployed,무직/비경제활동,contains:구직중,
현금인출기 설치 및 수리원,9,9e-06,0.997517,7,기능원 및 관련 기능 종사자,contains:설치,
"전직 그 외 데이터 및 네트워크 관련 전문가, 현재 구직중",9,9e-06,0.997526,unemployed,무직/비경제활동,contains:구직중,
"전직 전기계측 제어 기술자 및 연구원, 현재 구직중",9,9e-06,0.997535,unemployed,무직/비경제활동,contains:구직중,
제화원,9,9e-06,0.997544,other,기타/검토,no_rule,yes
"전직 자동차 경정비원, 현재 구직중",9,9e-06,0.997553,unemployed,무직/비경제활동,contains:구직중,
"전직 폐기물 처리 기술자 및 연구원, 현재 구직중",9,9e-06,0.997562,unemployed,무직/비경제활동,contains:구직중,
"전직 양복 제조원, 현재 구직중",9,9e-06,0.997571,unemployed,무직/비경제활동,contains:구직중,
"전직 직물 패턴사, 현재 구직중",9,9e-06,0.99758,unemployed,무직/비경제활동,contains:구직중,
"전직 렌즈 및 프리즘 가공기 조작원, 현재 구직중",9,9e-06,0.997589,unemployed,무직/비경제활동,contains:구직중,
"전직 통신장비 설치 및 수리원, 현재 구직중",9,9e-06,0.997598,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 석유 및 천연가스 제조 관련 제어 장치 조작원, 현재 구직중",9,9e-06,0.997607,unemployed,무직/비경제활동,contains:구직중,
"전직 경량 철골공, 현재 구직중",9,9e-06,0.997616,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 제도사, 현재 구직중",9,9e-06,0.997625,unemployed,무직/비경제활동,contains:구직중,
지리 정보 시스템 전문가,9,9e-06,0.997634,2,전문가 및 관련 종사자,suffix:전문가,
"전직 타일 부착원, 현재 구직중",9,9e-06,0.997643,unemployed,무직/비경제활동,contains:구직중,
"전직 식품공학 기술자 및 연구원, 현재 구직중",9,9e-06,0.997652,unemployed,무직/비경제활동,contains:구직중,
"전직 전기 및 전자 제품 생산 관리자, 현재 구직중",9,9e-06,0.997661,unemployed,무직/비경제활동,contains:구직중,
배관 세정원,9,9e-06,0.99767,7,기능원 및 관련 기능 종사자,contains:배관,
"전직 화학 시험원, 현재 구직중",9,9e-06,0.997679,unemployed,무직/비경제활동,contains:구직중,
"전직 외국어 교사, 현재 구직중",9,9e-06,0.997688,unemployed,무직/비경제활동,contains:구직중,
"전직 표백기 조작원, 현재 구직중",9,9e-06,0.997697,unemployed,무직/비경제활동,contains:구직중,
"전직 의복 수선원, 현재 구직중",9,9e-06,0.997706,unemployed,무직/비경제활동,contains:구직중,
"전직 육류가공 기계 조작원, 현재 구직중",9,9e-06,0.997715,unemployed,무직/비경제활동,contains:구직중,
요금 정산원,9,9e-06,0.997724,other,기타/검토,no_rule,yes
"전직 연선기 조작원, 현재 구직중",8,8e-06,0.997732,unemployed,무직/비경제활동,contains:구직중,
"전직 스포츠 강사 및 트레이너, 현재 구직중",8,8e-06,0.99774,unemployed,무직/비경제활동,contains:구직중,
"전직 열차 객실 승무원, 현재 구직중",8,8e-06,0.997748,unemployed,무직/비경제활동,contains:구직중,
"전직 자동차 엔진 조립원, 현재 구직중",8,8e-06,0.997756,unemployed,무직/비경제활동,contains:구직중,
"전직 플라스틱 사출기 조작원, 현재 구직중",8,8e-06,0.997764,unemployed,무직/비경제활동,contains:구직중,
"전직 계기 검침원, 현재 구직중",8,8e-06,0.997772,unemployed,무직/비경제활동,contains:구직중,
"전직 건축안전 기술자, 현재 구직중",8,8e-06,0.99778,unemployed,무직/비경제활동,contains:구직중,
오락 및 스포츠 관련 관리자,8,8e-06,0.997788,1,관리자,contains:관리자,
"전직 가구 도장기 조작원, 현재 구직중",8,8e-06,0.997796,unemployed,무직/비경제활동,contains:구직중,
"전직 철도운송 사무원, 현재 구직중",8,8e-06,0.997804,unemployed,무직/비경제활동,contains:구직중,
"전직 발전설비 기술자 및 연구원, 현재 구직중",8,8e-06,0.997812,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 운송장비 정비원, 현재 구직중",8,8e-06,0.99782,unemployed,무직/비경제활동,contains:구직중,
"전직 웹 기획자, 현재 구직중",8,8e-06,0.997828,unemployed,무직/비경제활동,contains:구직중,
"전직 기지국 설치 및 수리원, 현재 구직중",8,8e-06,0.997836,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 통신공학 기술자 및 연구원, 현재 구직중",8,8e-06,0.997844,unemployed,무직/비경제활동,contains:구직중,
폐유 및 재생유 처리 장치 조작원,8,8e-06,0.997852,8,장치·기계 조작 및 조립 종사자,contains:조작원,
"전직 밀링기 조작원, 현재 구직중",8,8e-06,0.99786,unemployed,무직/비경제활동,contains:구직중,
"전직 염색 개발 공학 기술자 및 연구원, 현재 구직중",8,8e-06,0.997868,unemployed,무직/비경제활동,contains:구직중,
교통영향 평가원,8,8e-06,0.997876,other,기타/검토,no_rule,yes
광업용 기계 설치 및 정비원,8,8e-06,0.997884,7,기능원 및 관련 기능 종사자,contains:설치,
"전직 공군 부사관, 현재 구직중",8,8e-06,0.997892,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 생명과학 시험원, 현재 구직중",8,8e-06,0.9979,unemployed,무직/비경제활동,contains:구직중,
"전직 미장공, 현재 구직중",8,8e-06,0.997908,unemployed,무직/비경제활동,contains:구직중,
"전직 판매 관련 관리자, 현재 구직중",8,8e-06,0.997916,unemployed,무직/비경제활동,contains:구직중,
"전직 건물 도장공, 현재 구직중",8,8e-06,0.997924,unemployed,무직/비경제활동,contains:구직중,
"전직 금속공학 시험원, 현재 구직중",8,8e-06,0.997932,unemployed,무직/비경제활동,contains:구직중,
"전직 문화 관광 및 숲·자연환경 해설사, 현재 구직중",8,8e-06,0.99794,unemployed,무직/비경제활동,contains:구직중,
"전직 인사 컨설턴트, 현재 구직중",8,8e-06,0.997948,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 직물·신발 관련 기계 조작원 및 조립원, 현재 구직중",8,8e-06,0.997956,unemployed,무직/비경제활동,contains:구직중,
"전직 게임 그래픽 디자이너, 현재 구직중",8,8e-06,0.997964,unemployed,무직/비경제활동,contains:구직중,
"전직 전기제품 개발 기술자 및 연구원, 현재 구직중",8,8e-06,0.997972,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 건설 관련 기능 종사원, 현재 구직중",8,8e-06,0.99798,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 자동차 정비원, 현재 구직중",8,8e-06,0.997988,unemployed,무직/비경제활동,contains:구직중,
"전직 철근공, 현재 구직중",8,8e-06,0.997996,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 건설 및 채굴기계 운전원, 현재 구직중",8,8e-06,0.998004,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 응용 소프트웨어 프로그래머, 현재 구직중",8,8e-06,0.998012,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 환경공학 기술자 및 연구원, 현재 구직중",8,8e-06,0.99802,unemployed,무직/비경제활동,contains:구직중,
의료장비 기술 영업원,8,8e-06,0.998028,5,판매 종사자,contains:영업,
"전직 공군 장교, 현재 구직중",8,8e-06,0.998036,unemployed,무직/비경제활동,contains:구직중,
"전직 통신망 운영 기술자 및 연구원, 현재 구직중",8,8e-06,0.998044,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 타이어 및 고무제품 생산기 조작원, 현재 구직중",7,7e-06,0.998051,unemployed,무직/비경제활동,contains:구직중,
"전직 굴삭기 및 불도저 운전원, 현재 구직중",7,7e-06,0.998058,unemployed,무직/비경제활동,contains:구직중,
"전직 여행 사무원, 현재 구직중",7,7e-06,0.998065,unemployed,무직/비경제활동,contains:구직중,
"전직 전시 및 시설 견학 안내원, 현재 구직중",7,7e-06,0.998072,unemployed,무직/비경제활동,contains:구직중,
"전직 유원시설 및 테마파크 서비스원, 현재 구직중",7,7e-06,0.998079,unemployed,무직/비경제활동,contains:구직중,
"전직 유통 및 매장 감시원, 현재 구직중",7,7e-06,0.998086,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 운송장비 조립원, 현재 구직중",7,7e-06,0.998093,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 컴퓨터 시스템 및 소프트웨어 전문가, 현재 구직중",7,7e-06,0.9981,unemployed,무직/비경제활동,contains:구직중,
"전직 해군 장교, 현재 구직중",7,7e-06,0.998107,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 발전 및 배전장치 조작원, 현재 구직중",7,7e-06,0.998114,unemployed,무직/비경제활동,contains:구직중,
"전직 조경감리 기술자, 현재 구직중",7,7e-06,0.998121,unemployed,무직/비경제활동,contains:구직중,
"전직 국어 교사, 현재 구직중",7,7e-06,0.998128,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 금속가공 기계 조작원, 현재 구직중",7,7e-06,0.998135,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 일반기계 조립원, 현재 구직중",7,7e-06,0.998142,unemployed,무직/비경제활동,contains:구직중,
항공기 객실 승무원,7,7e-06,0.998149,4,서비스 종사자,contains:승무원,
국악인,7,7e-06,0.998156,other,기타/검토,no_rule,yes
"전직 인조석 설치원, 현재 구직중",7,7e-06,0.998163,unemployed,무직/비경제활동,contains:구직중,
"전직 새시 조립 및 설치원, 현재 구직중",7,7e-06,0.99817,unemployed,무직/비경제활동,contains:구직중,
"전직 선박부원, 현재 구직중",7,7e-06,0.998177,unemployed,무직/비경제활동,contains:구직중,
생명 및 자연과학 연구 관리자,7,7e-06,0.998184,1,관리자,contains:관리자,
"전직 연삭기 및 연마기 조작원, 현재 구직중",7,7e-06,0.998191,unemployed,무직/비경제활동,contains:구직중,
"전직 곡물 및 사료 제분기 조작원, 현재 구직중",7,7e-06,0.998198,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 섬유 및 가죽 관련 기능 종사원, 현재 구직중",7,7e-06,0.998205,unemployed,무직/비경제활동,contains:구직중,
지구 및 기상 과학 시험원,7,7e-06,0.998212,other,기타/검토,no_rule,yes
